EquType,Words
压力容器,现场 发现 面包车 里面 装有 大量 液化气 瓶 当时 燃气 泄露 情况 比较 危险 防止 液化气罐 发生爆炸 施救 现场 桐城
电梯,号 晚上 八点 家住 太平 新城 昆华苑 栋 住户 张 先生 下班 回家 乘坐 电梯 时 被困 轿厢 经历 惊魂 一刻
压力容器,点多 扬州 市区 打铜巷 一户 居民 家中 瓶装 液化气 泄漏 发生 爆燃 导致 九旬 老人 烧成 重伤 生命垂危 记者 事发 现场 看到 厨房 间 铝合金 橱窗 气浪 掀翻 周遭 一片狼藉 煤气罐 阀门 完好无损 周围 邻居 介绍 当时 听见 一声 巨响 跑过来 一看 老人 已经 倒 厨房
电梯,年月日 中午 分 老父亲 被困 华天 云居号 楼 三 单元 电梯 内长 达 半个 小时 电梯 公示 救援 电话 紧急 按钮 标识 电梯 年检 标志 有人 通知 物业 救援 物业 救援 时 电梯 采取任何 措施 硬生生 岁 老人 施上 电梯 时 电梯 突然 启动 施 拽 时 电梯 启动 后果 不堪设想
压力容器,山东省 菏泽市 牡丹区 黄 堽 镇 邓 庙 村 一户 村民 新买 煤气罐 发生 泄露 爆炸 事故 导致 两人 受伤 严重
电梯,即墨 古城区 号楼 单元 电梯 交房 不到 年 电梯 质量 问题 出现 故障 现在 已经 多月 停用 严重 影响 居民 生活 这是 回迁房 应该 配 差 设备
电梯,晚上 点多 天津市 南开区 消防 兴南 中队 接到 报警 长江 道 小区 一部 电梯 卡 八九 楼 之间 岁 大娘 被困 电梯 里 消防员 赶到 现场 打开 电梯门 倒 不难 问题 大娘 体力不支 已经 瘫软 电梯 里 脸色 越来 不好
电梯,聊城 开发区 奥林 花园 小区 入住 九年 多处 违建 老百姓 无法 办理 房产证 电梯 三无 产品 导致 住户 百次 被困 电梯 安全隐患 特大 百姓 无奈 聚集 市政府 上访 请求 政府部门 追究 相关 部门 责任 百姓 安居乐业 聊城 晚报 聊城 新闻网
压力容器,北山 街道 丹光 社区 小区 物业 人员 接到 附近 居民 电话 赶往 现场 发现 垃圾箱 内堆 大量 杂物 导致 火势 无法控制 立即 拨打 火灾 报警 电话
压力容器,年月日时 分 大连 消防支队 作战 指挥 中心 接到 报警 位于 大连市 西岗区 森林 动物园 二期 南门 附近 液化 天然气 罐车 发生爆炸 起火 消防支队 作战 指挥 中心 立即 调集 岭前 中队 星 海湾 中队 共计 中队 台 消防车 名 指战员 赶赴现场 扑救 火情 侦查 现场 台 液化 天然气 罐车 总 载量 吨 出租车 充气 时 泄漏 发生爆炸 起火 爆炸 导致 附近 废弃 厂房 外 墙体 废品收购 站 两台 废品收购 车 起火 消防 指战员 紧张 扑救 火势 得到 控制 现场 人员伤亡
电梯,晚 南阳市 桐柏县 城区 居民 被困 小区 电梯 里 最终 消防队员 赶来 电梯门 撬开 被困 人员 脱困 救援 人员 到达 现场 群众 说 发生 故障 电梯 当晚 先是 困住 被困 自行 电梯 里 有人 被困
压力容器,云南 曲靖 经开 消防大队 接到 指挥 中心 调动 位于 曲靖市 经开区 剑桥 中心 旁 西城 工业园区 里 一辆 装有 液氨 汽车 发生 侧翻 情况 十分 危急 大队 救援 力量 到达 现场 迅速 罐体 四周 设立 警戒 严格控制 人员 进入 现场 围观 人员 进行 疏散 立即 组织 专家 利用 气体 检测仪 罐车 周围 进行 检测 发现 现场 氨气 泄漏 支队 全勤 指挥部 增援 力量 赶到 现场 现场 立即 成立 公安 安监 消防 部门 成员 应急 救援 指挥部 现场 成功 处置
压力管道,市区 珠池 路 泰山路 交界处 施工单位 作业 时 不慎 路面 燃气管 道 挖 破 随即 造成 大量 燃气 泄漏 华润 新奥 燃气 有限公司 运行部 陈 副经理 介绍 公司 抢修 抢险 队 抵达 现场 进行 安全 警戒 燃气 浓度 检测
电梯,济南 市中区 三箭 银苑 高层 小区 电梯 停靠在 第层 突然 故障 损坏 电梯门 无法 开启 被困 木棍 打开 夹缝 透气 救援队 前来 维修 完成 被困 人员 成功 疏散 人员 受伤
压力容器,西湖区 南浦 街道 辖区 江西 南华 医药 集团公司 厨房 发生 液化气罐 爆炸 无明火 炸塌 搭建 两层 厨房 一间 造成 周边 部分 居民 房屋 受损 现场 人员 伤亡事故 原因 正在 调查 南昌 西湖区 发布
电梯,重庆 渝北区 长安 丽都 小区业主 反映 早上 点许 小区 部 电梯 出现 故障 无法 使用 小区 物管方 联系 电梯 维保 单位 奥的斯 机电 电梯 有限公司 重庆 分公司 进行 检修 当天 故障 台 电梯 中 台 维修 完毕 恢复正常 使用 日点 分栋 维修 完毕 电梯 再次出现 故障 有个 业主 被困 直至 点分 业主 电梯 中 出现 物管方 对此 解释 是因为 变频器 老化 导致 电梯 故障
压力管道,江河 永固 消息 泰安市 东平县 城 银山 小区 东门 附近 发生 暖气 管道 爆裂 泄露 事故 小区 围墙 外有 大片 积水 住户 出行 困难
电梯,韶关 消防 始兴 中队 接到 指挥 中心 调度 始兴县 太平镇 贤居 小区 有人 被困 电梯 接警 中队 立即 出动 一台 多功能 主战 消防车 名 消防员 赶往 现场 实施 处置 消防员 到达 现场 报警 交代 具体 被困 楼层 消防员 只能 逐层 进行 排查 打开 电梯门 时 发现 被困 人员 随即 转换 楼层 检查 第二次 检查 中 发现 被困 人员 消防员 利用 电梯 专用 钥匙 打开 电梯门 展开 有序 营救 被困 人员 系 老年夫妇 年龄 偏大 消防员 顺利 救出 老人 万分 激动 说真的 感谢 两个 老人 黑乎乎 电梯 害怕 谢谢你们 及时 营救 消防员 检查 确保 人员 被困 收队 撤离
起重机械,日电 台湾 联合报 报道 台湾 庄姓 男子 许 驾驶 白色 休旅车 行驶 彰化市 大埔 截 水沟 岸边 道路 上疑 失神 撞 护栏 受伤 吊车 拖吊 休旅车 时 重心 稳 吊车 翻车 吊起 休 旅车 坠落 大埔 截 水沟 内个 小时 后大 吊车 吊车 拖吊 恢复正常 休 旅车 吊 上岸
电梯,昨天下午 点 位于 红谷滩 红谷 中 大道 华尔街 广场 男子 电梯 井 坠落 身亡 电梯 维修工 介绍 正在 维修 故障 电梯 时 发现 电梯 顶部 上方 异响 前去 查看 声源 便 发现 坠亡 男子 了解 死者 岁 华尔街 物业公司 电梯 工程 部门 相关 负责人 目前 华尔街 物业公司 已经 发生 事故 电梯 进行 围挡 死者 家人 沟通 赔偿 问题 具体 事故 原因 正在 调查 中
压力容器,湖北 黄冈市 蕲春县 八里 湖 农场 湖北 彬 鸿 食品 有限公司 液氨 储存罐 发生 泄漏 人员 被困 消防 中队 接到 报警 立即 出动 指战员 赶赴现场 询问 得知 工作人员 检修 时 注意 打开 阀门 导致 储存 液氨 汽化 喷涌 而出 泄漏 速度 过快 低温 有毒 环境 中 无人 接近 阀门 无法 处置 情况 无奈 报警 成功 关闭 阀门
场（厂）内专用机动车辆,位于 江苏省 昆山市 淀山湖 镇 机电 公司 发生 叉车 事故 叉车 驾驶员 袁某 下降 货叉 过程 中 叉车 车身 突然 前倾 钢卷 带 货叉 砸 地面 导致 叉车 尾部 翘起 放置 叉车 尾部 配重 钢卷 滑向 驾驶员 座位 袁某 座位 叉车 方向盘 挤压 死亡 叉车 损坏
压力容器,青银 高速 山东 聊城 段 突发 团雾 石家庄 方向 路段 辆车 追尾 碰撞 两辆 柴油 槽罐车 发生 碰撞 起火 引发 辆 货车 着火 救援 人员 救出 名 被困 人员 车辆 相撞 发生爆炸 起火 两人 遇难 三个 小时 紧急 救援 点分 现场 明火 扑灭
电梯,湘西 特勤 消防 中队 接到 支队 指挥 中心 调度 位于 吉首市 乾州经 开区州 法院 宿舍楼 栋楼 电梯 内位 老人 困 请求 迅速 救援 老人 心脏 问题 情况紧急
压力容器,年月日 水上 中队 接到 指挥 中心 调度 位于 广州市 荔湾区 龙溪 大道 号 芳村 网球 中心 硫化氢 泄漏 水上 中队 到达 现场 发现 三个 写 硫化氢 字样 气瓶 放在 路边 空地 空气 中 弥漫着 异味 当时 处于 下班 时段 路上 正在 健身 群众 经检测 三个 气瓶 中有 气瓶 阀门 处有 气体 泄露 气瓶 阀门 修复 气体 泄漏 硫化氢 一种 急性 剧毒 吸入 少量 高浓度 硫化氢 短时间 致命 低浓度 硫化氢 对眼 呼吸系统 中枢神经 影响
电梯,济南市 天桥区 君逸 左岸 小区 业主 表示 单元 电梯 频繁 出现 卡顿 现象 有人 遇到 电梯 惊魂 维修 人员 介绍 小区 装修 运料 住户 推 电动车 电梯 导致 电梯 灵敏度 下降
电梯,今天上午 电梯 从层 滑落 层 坠 层 层 中间 多岁 老大妈 心脏病 犯 报警 电话 电梯 报警 系统 求救 没 应答 被关 电梯 近 小时 救 类似 电梯 事故 已经 发生 目前 小区 正式 入住 已经 出现 多处 房屋 漏水 电梯 滑坠 请问 百姓 解决问题 百姓 生命安全 负责 生存
起重机械,年月日 四川 广安 邻水县 建工 发生 塔吊 倒塌 事故 目前 事故 伤亡 情况 具体 原因 调查 中
锅炉,双十 一正 热 镇平县 郭庄 乡 炼油厂 锅炉 爆炸 起火 狼烟 滚滚 环保 正严 煤烧 锅炉 老板 不易 在我看来 失火 附近 村庄 件 好事 气味 太 难闻 以前 举报 环保局 包庇 嫌疑 早点 关门
压力容器,早晨 点 山东省 聊城市 青银 高速 高唐 收费站 公里 处 发生 一辆 油罐车 起火 事故 燃起 熊熊大火 多辆 消防车 救护车 赶到 现场 救援 伤亡 情况不明
电梯,荆门市 掇刀区 小区 电梯 出现 故障 六旬 老人 被困 电梯 接警 军马场 消防站 迅速 出动 辆 消防车 名 消防员 前往 处置 消防员 到达 现场 询问 报警 发现 电梯 箱 悬停 楼 考虑 电梯 通风 设施 差 氧气 含量 少 被困 时间 过长 将会 造成 被困 人员 呼吸困难 昏厥 面临 窒息 危险 消防员 立即 利用 铁 铤 撬棍 工具 电梯门 强行 打开 消防员 分钟 努力 老人 最终 安全 救出
压力容器,昨天下午 位于 泗 城南 关泗五 大桥 南边 路 西侧 卖 米线 小吃店 操作 不当 造成 煤气罐 起火
电梯,福建 福州 商场 电梯 突发 故障 被困 里面 出不来 电梯 维保 人员 钥匙 打不开 启动 绞盘 无效 情况 消防员 只能 选择 强行 撬开 电梯 轿厢 门 最终 成功 撬开 陆陆续续 客 乘客 电梯 里面 乘坐 该部 电梯 获救
电梯,尖 沙嘴 站 一条 月台 通往 大堂 扶手 电梯 运行 期间 突然 发出 嘭 一声 巨响 扶手 梯 零件 四散 梯 梳 飞出 正 搭 扶手 梯 市民 鸡飞狗走 高声 尖叫 立即 四散 港铁 职员 闻讯 到场 随即 封闭 涉事 扶手 电梯 用绿布 覆蓋 出事 位置 通知 承办 商 派员 到场
压力容器,早晨 点 分区 民防 办 值班室 接市 防办 值班室 电话 浦东新区 沪芦 高速 由南向北 方向 靠近 新 四平 公路 一辆 液化 天然气 罐车 发生 泄露 现场 了解 车牌号 沪 挂 液化 天然气 罐车 行驶 过程 中 阀门 软管 脱落 导致 罐内 液化 气体 泄露
压力容器,年月日时 许在 紫阳县 焕 古镇 码头 李某 货船 着火 紫阳县 海事局 闻警 而动开 快艇 迅速 赶到 现场 当时 甲板 机舱 钢板 烧 红 海事局 工作人员 丝毫 犹豫 生命危险 开展 灭火 派出所 镇政府 工作人员 赶到 现场 大火 扑灭 初步 调查 失火 原因 驾驶员 烧水 烧 忘记 高温 造成 煤气罐 泄露 失火 引起 机舱 油箱 着火 幸亏 处置 及时 造成 人员伤亡 水域 污染
起重机械,今日 涿州 义和庄 镇 东田 城村 一辆 重吨 吊车 正在 施工 突然 车身 前翻 巨型 吊臂 倒地 事故 导致 吊臂 折断 事故 发生 吊臂 起吊 幅度 太大支 千斤顶 没 固定 导致 车身 失衡 现场 目击者 称大 吊车 吊 水泥 房时 车身 前翻
起重机械,网友 爆料 年月日 山西 长治 一在 建工 塔吊 施工 作业 时 发生 倒塌 事故 索性 人员伤亡 具体 事故 原因 调查 中
压力容器,烟台市 芝罘区 幸福 中路 幸福 河 市场 附近 羊肉 馆 突然 发生 液化气 闪爆 人员伤亡 没 发生 火灾 烟台市 芝罘区 公安 消防大队 消防队员 接到 指令 赶往 现场 了解 液化气罐 连接 灶具 燃气 胶管 脱落 没 发现 液化气罐 总阀 没关 导致 液化气罐 漏气 漏 晚上 液化气 打开 电灯 瞬间 静电 火花 引发 燃气 闪爆 产生 巨大 气浪 终将 临街 门窗 推倒
电梯,晋江市 陈埭镇 湖中 村南片 工业区 男子 酒醉 从楼 电梯 口 踩 空 坠入 电梯 井内 消防 救援 人员 急救 派出所 均 赶到 现场 救援 消防 救援 人员 立即 关闭 电梯 电源 电梯 井口 狭小 抬着 单架 电梯 转弯 行动 受阻 困难 两名 消防 救援 人员 架设 梯子 伤者 所在位置 做 营救 前 前期 准备 另一组 救援 人员 运用 救援 绳 捆牢 单架 单架 降至 伤者 所在位置 下方 两名 救援 人员 小心翼翼 伤者 送上 单架 伤者 众人 合力 成功 电梯 井内 救出 送入 急救车 紧急 开往 医院
压力容器,合 高速 靖西 崇左 方向 处天 互通 匝道 口 附近 发生 油罐车 起火 事故 崇左 运营 公司 高度重视 快速反应 高效 处置 联合 部门 形成 合力 及时 采取有效 措施 半小时 疏通 现场 滞留 车辆 迅速 完成 临时 交通管制 措施 小时 完成 油罐车 扑灭 恢复 单向 交通 救援 工作 两 小时 恢复 双向 通车 成功 化解 风险 避免 次生 事故 发生 保障 高速公路 安全 畅通
电梯,昨日 柘荣县 河星 城幢 楼 电梯 突然 失控 从层 下滑 至层 关在 电梯 中一 孕妇 受惊吓 住院 业主 开发商 讨要 说法 无果 十几分钟 消防大队 赶到 现场 被困 人员 得以 解救
起重机械,今天上午 阜 涡路 周棚 段 一大 吊车 翻车 事故 造成 路段 严重 堵塞
压力容器,年月日 南港 工业区 港 北路 南港 六街 两辆 运载 二甲苯 危险品 罐车 发生 碰撞 造成 一辆 罐车 侧翻 轻微 泄露 港南 大队 张达军 教导 获知 这一警 情后 带领 事故 民警 赶赴 事故现场 了解 相关 信息 进行 部署 处置 强调 事故 民警 一定 做好 安全 防护 勘查 现场 确保 万无一失
起重机械,哈尔滨市 一辆 价值 百万元 吊车 桥 进行 桥梁 维护 检修 时 摇摇晃晃 重臂 竟一 猛子 扎进 桥下 河里 最终 导致 吊车 翻车 撞坏 大桥 三节 护栏
压力容器,黑龙江 安达 居民 家中 发生 液化气罐 起火 爆炸 事故 救援 人员 说 岁 姓范 孩子 孩子 大庆 上班 回 安达 爷爷奶奶 家 回来 告诉 家人 知道 回去 晚上 做饭 做饭 知道 煤气罐 点着 点着 之后 火大 之后 受伤 跳 窗户 跑 事故 发生 消防 公安 电力 部门 联动 第一 时间 实施 救援 目前 事故 原因 调查 中
压力容器,五点 琼中 高速 屯昌 段 油罐车 自燃 起火 交警部门 及时 封闭 高速 保证 过往 车辆 安全 消防大队 第一 时间 赶赴现场 扑灭 大火 未 造成 更 严重 事故
起重机械,今天 中午 点分 位于 城区 英萃 路 万象 工地 一塔 吊钢丝 断裂 致使 空中 吊筐 掉落 记者 看到 事故 发生 现场 路段 聚集 围观 市民 工地 搭建 一处 围栏 挡板 工地 临时 搭建 活动 板房 屋顶 砸 变形
电梯,安徽省 华山 派出所 民警 接到 群众 报警 华山 新村 发生 群众 被困 电梯 事件 接报 民警 立即 赶赴现场 发现 小区 号楼 单元 数名 群众 被困 电梯 电梯 卡 六楼 五楼 之间 民警 立即 联系 电梯 维保 人员 一边 安抚 电梯 群众 民警 维修 人员 赶到 一同 被困 人员 救出
压力容器,许 龙湾 公安分局 永中 派出所 接到 群众 报警 永中 街道 商城 街 某户 发生 煤气 爆炸 接到 警情 救援 人员 奔赴 现场 前来 救火 群众 民警 毫不犹豫 迅速 灭火器 灭火 民警 发现 明火 扑灭 房间 嘶 嘶 作响 煤气 泄露 声 胆战心惊 当时 消防人员 未 到位 考虑 煤气 泄漏 引发 爆炸 威胁 周边 群众 安全 民警 果断 处置 一边 疏散 周边 群众 一边 室内 安全隐患 情况 进行 检查 循着 煤气 泄漏 发出 声音 民警 很快 找到 放置 煤气罐 位置 检查 发现 煤气罐 破裂 连接 煤气罐 橡胶管 爆炸 中 烧毁 导致 煤气 继续 泄漏 发出声响 民警 快速 上前 煤气罐 开关 安全 关闭 等待 消防 前来 处理 后续
电梯,近日 贵州 安顺市 开发区 公安分局 接到 报警 楼 突然 停电 岁 小孩 被困 电梯 里面 民警 赶到 现场 时 孩子 已经 被困 近 半小时 当时 楼道 一片 漆黑 孩子 电梯 里 大声哭喊 民警 一边 安抚 孩子 情绪 一边 打电话 通知 电梯 维修 人员 最终 民警 电梯 维修 人员 共同努力 小孩 解救
压力容器,近日 旺苍县 木门 镇 先念路 蒋某 在家 使用 煤气灶 烧水 时 操作 不当 导致 煤气罐 起火 木门 派出所 接到 报警 木门 镇 先念路 蒋 某家 煤气罐 着火 爆炸
起重机械,网友 爆料 年月日 山西 晋中市 榆次区 一在 建工 塔吊 施工 作业 时 发生 倾倒 事故 具体 事故 原因 调查 中
电梯,晚上 点多 单位 工作 电梯 骤然 追跌 工作人员 从楼 急 坠 底层 电梯 井
压力容器,一辆 满载 柴油 油罐车 途径 钦东 高速公路 时 发生 侧翻 事故 导致 近吨 柴油 泄漏 交警 消防 部门 紧急 救援 及时 消除 安全隐患 避免 灾难 发生
压力容器,凌晨 点多凤塘 镇 南门 村 一户 民宅 一楼 厨房 发生 火灾 厨房 内有 煤气罐 现场 浓烟滚滚 楼上 有名 被困 人员 接到 报警 消防 部门 火速 出动 赶赴现场 灭火 救人 救援 人员 立即 一楼 卷帘门 进行 破 拆 进入 着火 区域 进行 灭火 冷却 着火 煤气罐 卷帘门 破 拆后 消防 部门 派出 名 战斗员 进入 楼房 各楼层 打开 窗户 排烟 现场 浓烟 温度 稍微 下降 消防 部门 立即 组织 人员 各楼层 展开 搜救 名 被困 人员 成功 转移 安全 区域 送往 医院 检查 治疗 救援 及时 被困 人员 均 大碍
压力容器,十点 仙居县 公安局 朱溪 派出所 接到 急促 报警 求助 仙居县 朱溪镇 朱溪 小学 附近 民房 煤气罐 着火
压力容器,早上 我县 铁门 镇庙 头 新 老 国道 交叉口 发生 满载 汽油 油罐车 侧翻 事故 造成 大量 汽油 泄漏 接到 险情 报告 后县 环保局 党组 高度重视 立即 启动 环境 安全 应急 机制 党组书记 局长 郭建芳 带领 相关 部门 赶赴 事故现场 开展 处置 工作 现场 研判 成立 环境 应急 监测 组 现场 巡查 组 后勤保障 组 协同 开展 工作 环境 监测站 事故 周边 水气 展开 监测 工作 辖区 环境 监察 中队 周边 展开 环境 安全隐患 排查 目前 部门 共同努力 险情 得到 有效 控制 后续 工作 正在 有条不紊 进行
电梯,点多 南京 雨花台区 西善桥 街道 一处 高层 电梯 突然 起火 火势 很快 高层 住户 蔓延 当时 多户 居民 家中 被困 火灾 造成 人员伤亡 安置 善后工作 有序 进行
电梯,日晚 时 新 芦淞 服装 工业园 栋楼 岁 胡泽桂 岁 孙女 准备 电梯 上楼 爷孙 俩 电梯门 打开 顺势 迈进 门内 没想到 电梯 轿厢 并未 到达 两人 坠入 米 电梯 井 受伤
压力容器,凌晨 时 濮阳市 开发区 濮瑞路 石化 路 交叉口 向南 米处 发生 货车 追尾 一辆 装载 吨 汽油 油罐车 事故 导致 大量 汽油 泄漏 接警 濮阳市 消防 指挥 中心 立即 调派 名 消防 指战员 赶赴现场 救援
压力容器,中午 安徽省 六安市 舒城县 阙店 乡 街道 老年人 拎 一罐 猛烈 燃烧 煤气罐 放在 马路 中央 周围 邻居 见状 赶紧 关门 报警 民警 携带 灭火 装备 立即 赶赴 事发 现场 第一 时间 迅速 清理 周边环境 初步 勘察 决定 使用 灭火器 上前 液化气罐 进行 喷洒 努力 终将 火苗 扑灭
电梯,年月日时 许文锦路 派出所 接 指令 辖区 和顺 新世界 号楼 单元 群众 被困 入 电梯 民警 迅速 出警 半小时 被困 群众 成功 救出 家属 民警 表示感谢
电梯,年月日 辽宁省 大连 甘井子 大连湾 前 关欣 家园 居民 住宅 发生 电梯 困 事故 电梯 故障 一位 业主 岁 孙女 被关 层 电梯 故障 发生 受困 人员 电梯 黄色 紧急 联络 按钮 反应 业主 被困 多分 物业 人员 赶来 营救
电梯,日晚 晋江 梅岭 街道 双 水湾 小区 突然 停电 有栋楼 电梯 里 出现 人员 被困 消防人员 迅速 赶到 现场 两栋 楼 电梯 被困 人员 救出 物业 电梯公司 维保 人员 楼 电梯 名 被困 人员 救出 小区 栋 进行 排查 确认 人员 被困
起重机械,上海市 虹口区 高阳 路 号 长治 大楼 立体车库 连车 带板 四楼 坠落 车库 陈旧 长年 失修
压力容器,口前 城南 市场 小区 三楼 煤气罐 泄露 爆炸 窗户 炸开 消防队 赶到 现场 救援 人员伤亡
起重机械,点多钟 友爱 南路 一在 建工 地里 发生 突发事件 工地 内一 男子 倒 一堆 建材 头部 位置 血肉模糊 事发 前 工地 塔吊 准备 地面 一捆 钢管 运往 楼 上升 过程 中 钢管 失重 导致 钢丝绳 突然 断裂 钢管 吊钩 一并 掉落 地面 当时 正在 下方 施工 工人 不轻据 知情人 透露 事故 中 工人 不幸 掉落 吊钩 砸 中 死亡
电梯,早上 点分 装修 工人 黄 师傅 化名 设备 工具 走向 电梯 电梯 整理 工具 发现 部分 工具 遗留 工作 地方 便 转身 回去 为途 一时 方便 黄 师傅 手中 细长 工具 放置 电梯 门口 阻挡 电梯门 关闭 转身 之前 工作 地方 跑 黄 师傅 离开 电梯 电梯门 两次 尝试 关闭 电梯门 第三次 关闭 时 感应器 检测 工具 存在 电梯门 便 自动 合 向上 行驶 导致 电梯 瞬间 损坏 事故 并未 造成 人员伤亡 目前 电梯 损坏 赔偿 事宜 施工方 物业 双方 正在 进一步 协商 中
压力容器,近日 扬中 八桥 派出所 接到 报警 称八桥 辖区 内一 居民 家中 煤气罐 着火 爆炸 危险 接警 民警 一边 通知 消防大队 一边 迅速 赶到 现场 发现 居民 徐 某家 狭小 厨房 煤气罐 阀门 出口处 燃烧 罐体 上访 灶台 火烧 发出 吱吱响声 灶台 周围 通电 电线 厨房 四周 邻里 住宅 等待 消防 队伍 到达 民警 考虑 村路 复杂 消防 车辆 车型 大先 安排 司机 路口 消防 车辆 带路 保证 消防 队伍 及时 赶到 现场 民警 安排 剩余 人员 附近 住宅 告知 居民 险情 及时 有序 做好 疏散 工作 消防 队伍 到达 立即 展开 施救 最终 险情 得以 化解
电梯,市区 芍花路 新世界 购物广场 男童 左脚 脚掌 卡 手扶 电梯 里 消防 救援 人员 迅速 出动 分钟 赶到 现场 查看 男童 情况 救援 人员 迅速 利用 液压 破 拆 工具 组破 拆 电梯 紧张 破 拆 救援 男童 成功 救出 随即 送往 医院 治疗
电梯,乌海 消防支队 消防 特勤 中队 接到 指挥 中心 派 警称 位于 海勃湾区 庆 小区 号楼 单元 两人 被困 电梯 接到 派 警后 消防 特勤 中队 立即 出动 辆 抢险 救援 消防 车辆 水罐 消防车 及名 消防员 赶赴现场 进行 处置 分钟 消防 特勤 中队 车人 到达 现场 到场 消防 指挥员 立即 下令 破 拆组 利用 电梯 钥匙 电梯门 打开 现场 消防员 分钟 努力 被困 人员 成功 救出
压力容器,延吉 发展 恒润 第一 城 附近 发生 煤气罐 爆炸 目前 知道 有没有 伤亡 发布 视频 中 无法 看出 具体 事故 情况
电梯,早上 鼎盛 山水 靠近 号房 那部 电梯 发生 坠落 事件 瞬间 从楼 掉 楼 当时 电梯 有人 当时 有个 小孩 当时 电梯 有人 乱 按钮 电梯 停 楼 幸好 发生 更为严重 安全事故
压力容器,婺源县 溪头 乡 港口 派出所 接到 该乡 西岸 村委会 半 山村 火灾 报警 副所长 王斌 胜 立即 带领 名 民警 赶往 余公里 外 事发 救火 民警 赶到 现场 了解 村里 多岁 老人 烧饭 时 小心 失火 引起 火灾 老人 已经 救出 房子 里 液化气罐 王斌 胜 顾不得 危险 扯 条湿 毛巾 钻进 火海 三进 三出 王斌 胜 徒手 抢 出个 液化气罐 气罐 已经 冒火 未 及时 搬离 后果 不堪设想 解除 险情 王斌 胜 继续 投入 救火 小时 扑救 大火 终于 扑灭
电梯,式 货梯 卡人 故障 相关 人马 及时 投诉 电话 城峰 镇 市场 监督 现场 调查 因以 当事人 未 露面 无法 展开 取证 故障 电梯 暂时 进行 维修 不想 这幢 楼 另一头 式 电梯 再次出现 使用 故障 业主 气炸 经常出现 电梯 事故 电梯 已经 出现 卡人门 打不开 失速 现象 碰到 业主 好似 经历 惊恐 世界 留下 心病 市场 监督 记录在案 已经 两次 物业管理 人员 装修 电梯 故障 原因 仅仅 得以 维修 深层次 进行 追查 致使 电梯 质量 问题 得不到 解决
电梯,年月日 济南市 天桥区 顺河 东街 附近 地下 车库 人员 被困 电梯 济南 消防 小纬 六路 中队 接到 报警 迅速 赶往 现场 救援 初步 侦查 被困 电梯 停 负 一楼 负 二楼 之间 电梯 内共名 被困 人员 现场 电梯 维保 技术人员 正在 电梯 进行 抢修 最终 名 被困 人员 消防员 救出 来源 齐鲁晚报
电梯,湖南省 株洲市 芦淞 消防 中队 接到 报警 称芦 淞 工业园 栋楼 老人 掉 电梯 底下 芦淞 中队 出动 一台 抢险 救援车 名 消防队员 到达 现场
电梯,年月日时 许 江北 江湾 小区 号楼 单元 发生 电梯 坠落 事故 死亡 目前 电梯 坠落 原因 正在 进一步 调查
电梯,济南 观察 今天 早上 点分 济南 龙园 小区 号 楼楼 耿 先生 上班 乘坐 电梯 时当 电梯 运行 楼时 突然 停 当时 电梯 小孩 老人 电梯 停运 后耿 先生 打电话 物业 求助 物业 人员 赶到 后用 近 分钟 将门 打开 来源 新浪 微博
电梯,新疆 和田地区 消防支队 接到 报警 和田市 余元 小区 被困 电梯 现场 情况 消防员 一边 安抚 电梯 被困 人员 情绪 一边 利用 手动 破 拆 工具 电梯门 打开 并用 铁廷 进行 支撑 几分钟 努力 被困 人员 依次 救出 事故 未 造成 人员伤亡
压力容器,橙裙 科技 消息 网友 爆料 今天上午 山东省 东营市 荣乌 高速 利津 虎滩 入口处 油罐车 发生 事故 爆燃 文章 视频 中 显示 油罐车 正在 燃烧 现场 消防人员 救援 事故 具体 伤亡 损失 不详 来源 橙裙 科技
电梯,晚 开封市 中山路 南段 万家 福 超市 旁一 电梯 运行 过程 中 突发 故障 名 师生 被困 红 洋楼 交管 大队 民警 消防官兵 紧急 救援 成功 救出 被困 人员 晚时 分红 洋楼 交管 大队 民警 接 指挥 中心 辖区 中山路 南段 电梯 发生 故障 名 师生 被困 民警 古超 立即 同事 迅速 赶到 现场 询问 得知 电梯 运行 过程 突然 故障 楼上 两个 培训班 名 师生 被困 很快 消防官兵 赶到 现场 情况紧急 民警 消防人员 安慰 被困 人员 缓解 急躁情绪 询问 相关 情况 考虑 被困 人员 安全 民警 消防队员 现场 情况紧急 施援 多分钟 紧急 救援 最终 成功 被困 名 师生 成功 救出
电梯,龙师 所接 市局 指挥 中心 指令 迎江区 林语堂 号楼 单元楼 报警 人称 妻子 被困 电梯 接警 值班 民警 立即 赶到 现场 了解 系 故障 造成 电梯门 无法 打开 导致 群众 困于 电梯 救援 民警 立即 喊话 稳定 被困 情绪 积极 配台 电梯 维修 人员 帮助 被困 群众 成功 脱险
压力容器,临近 一间 位于 叠彩区 驿前 街 民房 突发 火灾 桂林 消防 北门 中队 接到 报警 电话 赶赴现场 救援 处置 完毕 救出 一位 伤者
